text	dimension	label_text	label	paradigmatic
Er senkte sich so tief, daß seine Stirn den Boden berührte, Gott für seine wunderbare Errettung zu danken; und gleich, als ob der eine entsetzliche Eindruck, der sich seinem Gemüt eingeprägt hatte, alle früheren daraus verdrängt hätte, weinte er vor Lust, daß er sich des lieblichen Lebens, voll bunter Erscheinungen, noch erfreue.	None	None	0	0
Drauf, als er eines Ringes an seiner Hand gewahrte, erinnerte er sich plötzlich auch Josephens, und mit ihr seines Gefängnisses, der Glocken, die er dort gehört hatte, und des Augenblicks, der dem Einsturze desselben vorangegangen war.	None	None	0	0
Tiefe Schwermut erfüllte wieder seine Brust; sein Gebet fing ihn zu reuen an, und fürchterlich schien ihm das Wesen, das über den Wolken waltet.	None	None	0	0
Er mischte sich unter das Volk, das überall, mit Rettung des Eigentums beschäftigt, aus den Toren stürzte, und wagte schüchtern nach der Tochter Asterons, und ob die Hinrichtung an ihr vollzogen worden sei, zu fragen; doch niemand war, der ihm umständliche Auskunft gab.	None	None	0	0
Eine Frau, die auf einem fast zur Erde gedrückten Nacken eine ungeheure Last von Gerätschaften und zwei Kinder, an der Brust hängend, trug, sagte im Vorbeigehen, als ob sie es selbst angesehen hätte: daß sie enthauptet worden sei.	None	None	0	0
Jeronimo kehrte sich um; und da er, wenn er die Zeit berechnete, selbst an ihrer Vollendung nicht zweifeln konnte, so setzte er sich in einem einsamen Walde nieder, und überließ sich seinem vollen Schmerz.	None	None	0	0
Er wünschte, daß die zerstörende Gewalt der Natur von neuem über ihn einbrechen möchte.	None	None	0	0
Er begriff nicht, warum er dem Tode, den seine jammervolle Seele so suchte, in jenen Augenblicken, da er ihm freiwillig von allen Seiten rettend erschien, entflohen sei.	None	None	0	0
Er nahm sich fest vor, nicht zu wanken, wenn auch jetzt die Eichen entwurzelt werden, und ihre Wipfel über ihn zusammenstürzen sollten.	None	None	0	0
Darauf nun, da er sich ausgeweint hatte, und ihm, mitten unter den heißesten Tränen, die Hoffnung wieder erschienen war, stand er auf, und durchstreifte nach allen Richtungen das Feld.	None	None	0	0
Jeden Berggipfel, auf dem sich die Menschen versammelt hatten, besuchte er; auf allen Wegen, wo sich der Strom der Flucht noch bewegte, begegnete er ihnen; wo nur irgend ein weibliches Gewand im Winde flatterte, da trug ihn sein zitternder Fuß hin: doch keines deckte die geliebte Tochter Asterons.	None	None	0	0
Die Sonne neigte sich, und mit ihr seine Hoffnung schon wieder zum Untergange, als er den Rand eines Felsens betrat, und sich ihm die Aussicht in ein weites, nur von wenig Menschen besuchtes Tal eröffnete.	None	None	0	0
Er durchlief, unschlüssig, was er tun sollte, die einzelnen Gruppen derselben, und wollte sich schon wieder wenden, als er plötzlich an einer Quelle, die die Schlucht bewässerte, ein junges Weib erblickte, beschäftigt, ein Kind in seinen Fluten zu reinigen.	None	None	0	0
Und das Herz hüpfte ihm bei diesem Anblick: er sprang voll Ahndung über die Gesteine herab, und rief: O Mutter Gottes, du Heilige!	None	None	0	0
und erkannte Josephen, als sie sich bei dem Geräusche schüchtern umsah.	None	None	0	0
Mit welcher Seligkeit umarmten sie sich, die Unglücklichen, die ein Wunder des Himmels gerettet hatte!	None	None	0	0
Josephe war, auf ihrem Gang zum Tode, dem Richtplatze schon ganz nahe gewesen, als durch den krachenden Einsturz der Gebäude plötzlich der ganze Hinrichtungszug auseinander gesprengt ward.	None	None	0	0
Ihre ersten entsetzensvollen Schritte trugen sie hierauf dem nächsten Tore zu; doch die Besinnung kehrte ihr bald wieder, und sie wandte sich, um nach dem Kloster zu eilen, wo ihr kleiner, hülfloser Knabe zurückgeblieben war.	None	None	0	0
Sie fand das ganze Kloster schon in Flammen, und die Äbtissin, die ihr in jenen Augenblicken, die ihre letzten sein sollten, Sorge für den Säugling angelobt hatte, schrie eben, vor den Pforten stehend, nach Hülfe, um ihn zu retten.	None	None	0	0
Josephe stürzte sich, unerschrocken durch den Dampf, der ihr entgegenqualmte, in das von allen Seiten schon zusammenfallende Gebäude, und gleich, als ob alle Engel des Himmels sie umschirmten, trat sie mit ihm unbeschädigt wieder aus dem Portal hervor.	None	None	0	0
Sie wollte der Äbtissin, welche die Hände über ihr Haupt zusammenschlug, eben in die Arme sinken, als diese, mit fast allen ihren Klosterfrauen, von einem herabfallenden Giebel des Hauses, auf eine schmähliche Art erschlagen ward.	None	None	0	0
Josephe bebte bei diesem entsetzlichen Anblicke zurück; sie drückte der Äbtissin flüchtig die Augen zu, und floh, ganz von Schrecken erfüllt, den teuern Knaben, den ihr der Himmel wieder geschenkt hatte, dem Verderben zu entreißen.	None	None	0	0
Sie hatte noch wenig Schritte getan, als ihr auch schon die Leiche des Erzbischofs begegnete, die man soeben zerschmettert aus dem Schutt der Kathedrale hervorgezogen hatte.	None	None	0	0
Der Palast des Vizekönigs war versunken, der Gerichtshof, in welchem ihr das Urteil gesprochen worden war, stand in Flammen, und an die Stelle, wo sich ihr väterliches Haus befunden hatte, war ein See getreten, und kochte rötliche Dämpfe aus.	None	None	0	0
Josephe raffte alle ihre Kräfte zusammen, sich zu halten.	None	None	0	0
Sie schritt, den Jammer von ihrer Brust entfernend, mutig mit ihrer Beute von Straße zu Straße, und war schon dem Tore nah, als sie auch das Gefängnis, in welchem Jeronimo geseufzt hatte, in Trümmern sah.	None	None	0	0
Bei diesem Anblicke wankte sie, und wollte besinnungslos an einer Ecke niedersinken; doch in demselben Augenblick jagte sie der Sturz eines Gebäudes hinter ihr, das die Erschütterungen schon ganz aufgelöst hatten, durch das Entsetzen gestärkt, wieder auf; sie küßte das Kind, drückte sich die Tränen aus den Augen, und erreichte, nicht mehr auf die Greuel, die sie umringten, achtend, das Tor.	None	None	0	0
Als sie sich im Freien sah, schloß sie bald, daß nicht jeder, der ein zertrümmertes Gebäude bewohnt hatte, unter ihm notwendig müsse zerschmettert worden sein.	None	None	0	0
An dem nächsten Scheidewege stand sie still, und harrte, ob nicht einer, der ihr, nach dem kleinen Philipp, der liebste auf der Welt war, noch erscheinen würde.	None	None	0	0
Sie ging, weil niemand kam, und das Gewühl der Menschen anwuchs, weiter, und kehrte sich wieder um, und harrte wieder; und schlich, viel Tränen vergießend, in ein dunkles, von Pinien beschattetes Tal, um seiner Seele, die sie entflohen glaubte, nachzubeten; und fand ihn hier, diesen Geliebten, im Tale, und Seligkeit, als ob es das Tal von Eden gewesen wäre.	None	None	0	0
Dies alles erzählte sie jetzt voll Rührung dem Jeronimo, und reichte ihm, da sie vollendet hatte, den Knaben zum Küssen dar.	None	None	0	0
- Jeronimo nahm ihn, und hätschelte ihn in unsäglicher Vaterfreude, und verschloß ihm, da er das fremde Antlitz anweinte, mit Liebkosungen ohne Ende den Mund.	None	None	0	0
Indessen war die schönste Nacht herabgestiegen, voll wundermilden Duftes, so silberglänzend und still, wie nur ein Dichter davon träumen mag.	None	None	0	0
Überall, längs der Talquelle, hatten sich, im Schimmer des Mondscheins, Menschen niedergelassen, und bereiteten sich sanfte Lager von Moos und Laub, um von einem so qualvollen Tage auszuruhen.	None	None	0	0
Und weil die Armen immer noch jammerten; dieser, daß er sein Haus, jener, daß er Weib und Kind, und der dritte, daß er alles verloren habe: so schlichen Jeronimo und Josephe in ein dichteres Gebüsch, um durch das heimliche Gejauchz ihrer Seelen niemand zu betrüben.	None	None	0	0
Sie fanden einen prachtvollen Granatapfelbaum, der seine Zweige, voll duftender Früchte, weit ausbreitete; und die Nachtigall flötete im Wipfel ihr wollüstiges Lied.	None	None	0	0
Hier ließ sich Jeronimo am Stamme nieder, und Josephe in seinem, Philipp in Josephens Schoß, saßen sie, von seinem Mantel bedeckt, und ruhten.	None	None	0	0
Der Baumschatten zog, mit seinen verstreuten Lichtern, über sie hinweg, und der Mond erblaßte schon wieder vor der Morgenröte, ehe sie einschliefen.	None	None	0	0
Denn Unendliches hatten sie zu schwatzen vom Klostergarten und den Gefängnissen, und was sie um einander gelitten hätten; und waren sehr gerührt, wenn sie dachten, wie viel Elend über die Welt kommen mußte, damit sie glücklich würden!	None	None	0	0
Sie beschlossen, sobald die Erderschütterungen aufgehört haben würden, nach La Conception zu gehen, wo Josephe eine vertraute Freundin hatte, sich mit einem kleinen Vorschuß, den sie von ihr zu erhalten hoffte, von dort nach Spanien einzuschiffen, wo Jeronimos mütterliche Verwandten wohnten, und daselbst ihr glückliches Leben zu beschließen.	None	None	0	0
Hierauf, unter vielen Küssen, schliefen sie ein.	None	None	0	0
Als sie erwachten, stand die Sonne schon hoch am Himmel, und sie bemerkten in ihrer Nähe mehrere Familien, beschäftigt, sich am Feuer ein kleines Morgenbrot zu bereiten.	None	None	0	0
Jeronimo dachte eben auch, wie er Nahrung für die Seinigen herbeischaffen sollte, als ein junger wohlgekleideter Mann, mit einem Kinde auf dem Arm, zu Josephen trat, und sie mit Bescheidenheit fragte: ob sie diesem armen Wurme, dessen Mutter dort unter den Bäumen beschädigt liege, nicht auf kurze Zeit ihre Brust reichen wolle?	None	None	0	0
Josephe war ein wenig verwirrt, als sie in ihm einen Bekannten erblickte; doch da er, indem er ihre Verwirrung falsch deutete, fortfuhr: es ist nur auf wenige Augenblicke, Donna Josephe, und dieses Kind hat, seit jener Stunde, die uns alle unglücklich gemacht hat, nichts genossen; so sagte sie: »ich schwieg - aus einem andern Grunde, Don Fernando; in diesen schrecklichen Zeiten weigert sich niemand, von dem, was er besitzen mag, mitzuteilen«: und nahm den kleinen Fremdling, indem sie ihr eigenes Kind dem Vater gab, und legte ihn an ihre Brust.	None	None	0	0
Don Fernando war sehr dankbar für diese Güte, und fragte: ob sie sich nicht mit ihm zu jener Gesellschaft verfügen wollten, wo eben jetzt beim Feuer ein kleines Frühstück bereitet werde?	None	None	0	0
Josephe antwortete, daß sie dies Anerbieten mit Vergnügen annehmen würde, und folgte ihm, da auch Jeronimo nichts einzuwenden hatte, zu seiner Familie, wo sie auf das innigste und zärtlichste von Don Fernandos beiden Schwägerinnen, die sie als sehr würdige junge Damen kannte, empfangen ward.	None	None	0	0
Donna Elvire, Don Fernandos Gemahlin, welche schwer an den Füßen verwundet auf der Erde lag, zog Josephen, da sie ihren abgehärmten Knaben an der Brust derselben sah, mit vieler Freundlichkeit zu sich nieder.	None	None	0	0
Auch Don Pedro, sein Schwiegervater, der an der Schulter verwundet war, nickte ihr liebreich mit dem Haupte zu.	None	None	0	0
In  Jeronimos und Josephens Brust regten sich Gedanken von seltsamer Art.	None	None	0	0
Wenn sie sich mit so vieler Vertraulichkeit und Güte behandelt sahen, so wußten sie nicht, was sie von der Vergangenheit denken sollten, vom Richtplatze, von dem Gefängnisse, und der Glocke; und ob sie bloß davon geträumt hätten?	None	None	0	0
Sie konnten in der Erinnerung gar nicht weiter, als bis auf ihn, zurückgehen.	None	None	0	0
Nur Donna Elisabeth, welche bei einer Freundin, auf das Schauspiel des gestrigen Morgens, eingeladen worden war, die Einladung aber nicht angenommen hatte, ruhte zuweilen mit träumerischem Blicke auf Josephen; doch der Bericht, der über irgend ein neues gräßliches Unglück erstattet ward, riß ihre, der Gegenwart kaum entflohene Seele schon wieder in dieselbe zurück.	None	None	0	0
Man erzählte, wie die Stadt gleich nach der ersten Haupterschütterung von Weibern ganz voll gewesen, die vor den Augen aller Männer niedergekommen seien; wie die Mönche darin, mit dem Kruzifix in der Hand, umhergelaufen wären, und geschrieen hätten: das Ende der Welt sei da!	None	None	0	0
wie man einer Wache, die auf Befehl des Vizekönigs verlangte, eine Kirche zu räumen, geantwortet hätte: es gäbe keinen Vizekönig von Chili mehr!	None	None	0	0
wie der Vizekönig in den schrecklichsten Augenblicken hätte müssen Galgen aufrichten lassen, um der Dieberei Einhalt zu tun; und wie ein Unschuldiger, der sich von hinten durch ein brennendes Haus gerettet, von dem Besitzer aus Übereilung ergriffen, und sogleich auch aufgeknöpft worden wäre.	None	None	0	0
Donna Elvire, bei deren Verletzungen Josephe viel beschäftigt war, hatte in einem Augenblick, da gerade die Erzählungen sich am lebhaftesten kreuzten, Gelegenheit genommen, sie zu fragen: wie es denn ihr an diesem fürchterlichen Tag ergangen sei?	None	None	0	0
Und da Josephe ihr, mit beklemmtem Herzen, einige Hauptzüge davon angab, so ward ihr die Wollust, Tränen in die Augen dieser Dame treten zu sehen; Donna Elvire ergriff ihre Hand, und drückte sie, und winkte ihr, zu schweigen.	None	None	0	0
Josephe dünkte sich unter den Seligen.	None	None	0	0
Ein Gefühl, das sie nicht unterdrücken konnte, nannte den verfloßnen Tag, so viel Elend er auch über die Welt gebracht hatte, eine Wohltat, wie der Himmel noch keine über sie verhängt hatte.	None	None	0	0
Statt der nichtssagenden Unterhaltungen, zu welchen sonst die Welt an den Teetischen den Stoff hergegeben hatte, erzählte man jetzt Beispiele von ungeheuern Taten: Menschen, die man sonst in der Gesellschaft wenig geachtet hatte, hatten Römergröße gezeigt; Beispiele zu Haufen von Unerschrockenheit, von freudiger Verachtung der Gefahr, von Selbstverleugnung und der göttlichen Aufopferung, von ungesäumter Wegwerfung des Lebens, als ob es, dem nichtswürdigsten Gute gleich, auf dem nächsten Schritte schon wiedergefunden würde.	None	None	0	0
Ja, da nicht einer war, für den nicht an diesem Tage etwas Rührendes geschehen wäre, oder der nicht selbst etwas Großmütiges getan hätte, so war der Schmerz in jeder Menschenbrust mit so viel süßer Lust vermischt, daß sich, wie sie meinte, gar nicht angeben ließ, ob die Summe des allgemeinen Wohlseins nicht von der einen Seite um ebenso viel gewachsen war, als sie von der anderen abgenommen hatte.	None	None	0	0
Jeronimo nahm Josephen, nachdem sich beide in diesen Betrachtungen stillschweigend erschöpft hatten, beim Arm, und führte sie mit unaussprechlicher Heiterkeit unter den schattigen Lauben des Granatwaldes auf und nieder.	None	None	0	0
Er sagte ihr, daß er, bei dieser Stimmung der Gemüter und dem Umsturz aller Verhältnisse, seinen Entschluß, sich nach Europa einzuschiffen, aufgebe; daß er vor dem Vizekönig, der sich seiner Sache immer günstig gezeigt, falls er noch am Leben sei, einen Fußfall wagen würde; und daß er Hoffnung habe (wobei er ihr einen Kuß aufdrückte), mit ihr in Chili zurückzubleiben.	None	None	0	0
Josephe antwortete, daß ähnliche Gedanken in ihr aufgestiegen wären; daß auch sie nicht mehr, falls ihr Vater nur noch am Leben sei, ihn zu versöhnen zweifle; daß sie aber statt des Fußfalles lieber nach La Conception zu gehen, und von dort aus schriftlich das Versöhnungsgeschäft mit dem Vizekönig zu betreiben rate, wo man auf jeden Fall in der Nähe des Hafens wäre, und für den besten, wenn das Geschäft die erwünschte Wendung nähme, ja leicht wieder nach St. Jago zurückkehren könnte.	None	None	0	0
Nach einer kurzen Überlegung gab Jeronimo der Klugheit dieser Maßregel seinen Beifall, führte sie noch ein wenig, die heitern Momente der Zukunft überfliegend, in den Gängen umher, und kehrte mit ihr zur Gesellschaft zurück.	None	None	0	0
Inzwischen war der Nachmittag herangekommen, und die Gemüter der herumschwärmenden Flüchtlinge hatten sich, da die Erdstöße nachließen, nur kaum wieder ein wenig beruhigt, als sich schon die Nachricht verbreitete, daß in der Dominikanerkirche, der einzigen, welche das Erdbeben verschont hatte, eine feierliche Messe von dem Prälaten des Klosters selbst gelesen werden würde, den Himmel um Verhütung ferneren Unglücks anzuflehen.	None	None	0	0
Das Volk brach schon aus allen Gegenden auf, und eilte in Strömen zur Stadt.	None	None	0	0
In Don Fernandos Gesellschaft ward die Frage aufgeworfen, ob man nicht auch an dieser Feierlichkeit Teil nehmen, und sich dem allgemeinen Zuge anschließen solle?	None	None	0	0
Donna Elisabeth erinnerte, mit einiger Beklemmung, was für ein Unheil gestern in der Kirche vorgefallen sei; daß solche Dankfeste ja wiederholt werden würden, und daß man sich der Empfindung alsdann, weil die Gefahr schon mehr vorüber wäre, mit desto größerer Heiterkeit und Ruhe überlassen könnte.	None	None	0	0
Josephe äußerte, indem sie mit einiger Begeisterung sogleich aufstand, daß sie den Drang, ihr Antlitz vor dem Schöpfer in den Staub zu legen, niemals lebhafter empfunden habe, als eben jetzt, wo er seine unbegreifliche und erhabene Macht so entwickle.	None	None	0	0
Donna Elvire erklärte sich mit Lebhaftigkeit für Josephens Meinung.	None	None	0	0
Sie bestand darauf, daß man die Messe hören sollte, und rief Don Fernando auf, die Gesellschaft zu führen, worauf sich alles, Donna Elisabeth auch, von den Sitzen erhob.	None	None	0	0
Da man jedoch letztere, mit heftig arbeitender Brust, die kleinen Anstalten zum Aufbruche zaudernd betreiben sah, und sie, auf die Frage: was ihr fehle?	None	None	0	0
antwortete: sie wisse nicht, welch eine unglückliche Ahndung in ihr sei?	None	None	0	0
so beruhigte sie Donna Elvire, und forderte sie auf, bei ihr und	None	None	0	0
 zurückzubleiben.	None	None	0	0
Josephe sagte: so werden Sie mir wohl, Donna Elisabeth, diesen kleinen Liebling abnehmen, der sich schon wieder, wie Sie sehen, bei mir eingefunden hat.	None	None	0	1
Sehr gern, antwortete Donna Elisabeth, und machte Anstalten ihn zu ergreifen; doch da dieser über das Unrecht, das ihm geschah, kläglich schrie, und auf keine Art darein willigte, so sagte Josephe lächelnd, daß sie ihn nur behalten wolle, und küßte ihn wieder still.	None	None	0	0
Hierauf bot Don Fernando, dem die ganze Würdigkeit und Anmut ihres Betragens sehr gefiel, ihr den Arm; Jeronimo, welcher den kleinen Philipp trug, führte Donna Constanzen; die übrigen Mitglieder, die sich bei der Gesellschaft eingefunden hatten, folgten; und in dieser Ordnung ging der Zug nach der Stadt.	None	None	0	0
Sie waren kaum funfzig Schritte gegangen, als man Donna Elisabeth welche inzwischen heftig und heimlich mit Donna Elvire gesprochen hatte.	None	None	0	0
Don Fernando!	None	None	0	0
rufen hörte, und dem Zuge mit unruhigen Tritten nacheilen sah.	None	None	0	0
Don Fernando hielt, und kehrte sich um; harrte ihrer, ohne Josephen loszulassen, und fragte, da sie, gleich als ob sie auf sein Entgegenkommen wartete, in einiger Ferne stehen blieb: was sie wolle?	None	None	0	0
Donna Elisabeth näherte sich ihm hierauf, obschon, wie es schien, mit Widerwillen, und raunte ihm, doch so, daß Josephe es nicht hören konnte, einige Worte ins Ohr.	None	None	0	0
Nun?	None	None	0	0
fragte Don Fernando: und das Unglück, das daraus entstehen kann?	None	None	0	0
Donna Elisabeth fuhr fort, ihm mit verstörtem Gesicht ins Ohr zu zischeln.	None	None	0	0
Don Fernando stieg eine Röte des Unwillens ins Gesicht; er antwortete: es wäre gut!	None	None	0	0
Donna Elvire möchte sich beruhigen; und führte seine Dame weiter.	None	None	0	0
Als  sie in der Kirche der Dominikaner ankamen, ließ sich die Orgel schon mit musikalischer Pracht hören, und eine unermeßliche Menschenmenge wogte darin.	None	None	0	0
Das Gedränge erstreckte sich bis weit vor den Portalen auf den Vorplatz der Kirche hinaus, und an den Wänden hoch, in den Rahmen der Gemälde, hingen Knaben, und hielten mit erwartungsvollen Blicken ihre Mützen in der Hand.	None	None	0	0
Von allen Kronleuchtern strahlte es herab, die Pfeiler warfen, bei der einbrechenden Dämmerung, geheimnisvolle Schatten, die große von gefärbtem Glas gearbeitete Rose in der Kirche äußerstem Hintergrunde glühte, wie die Abendsonne selbst, die sie erleuchtete, und Stille herrschte, da die Orgel jetzt schwieg, in der ganzen Versammlung, als hätte keiner einen Laut in der Brust.	None	None	0	0
Niemals schlug aus einem christlichen Dom eine solche Flamme der Inbrunst gen Himmel, wie heute aus dem Dominikanerdom zu St. Jago; und keine menschliche Brust gab wärmere Glut dazu her, als Jeronimos und Josephens!	None	None	0	0
Die Feierlichkeit fing mit einer Predigt an, die der ältesten Chorherren einer, mit dem Festschmuck angetan, von der Kanzel hielt.	None	None	0	0
Er begann gleich mit Lob, Preis und Dank, seine zitternden, vom Chorhemde weit umflossenen Hände hoch gen Himmel erhebend, daß noch Menschen seien, auf diesem, in Trümmer zerfallenden Teile der Welt, fähig, zu Gott empor zu stammeln.	None	None	0	0
Er schilderte, was auf den Wink des Allmächtigen geschehen war; das Weltgericht kann nicht entsetzlicher sein; und als er das gestrige Erdbeben gleichwohl, auf einen Riß, den der Dom erhalten hatte, hinzeigend, einen bloßen Vorboten davon nannte, lief ein Schauder über die ganze Versammlung.	None	None	0	0
Hierauf kam er, im Flusse priesterlicher Beredsamkeit, auf das Sittenverderbnis der Stadt; Greuel, wie Sodom und Gomorrha sie nicht sahen, straft' er an ihr; und nur der unendlichen Langmut Gottes schrieb er es zu, daß sie noch nicht gänzlich vom Erdboden vertilgt worden sei.	None	None	0	0
Aber wie dem Dolche gleich fuhr es durch die von dieser Predigt schon ganz zerrissenen Herzen unserer beiden Unglücklichen, als der Chorherr bei dieser Gelegenheit umständlich des Frevels erwähnte, der in dem Klostergarten der Karmeliterinnen verübt worden war; die Schonung, die er bei der Welt gefunden hatte, gottlos nannte, und in einer von Verwünschungen erfüllten Seitenwendung, die Seelen der Täter, wörtlich genannt, allen Fürsten der Hölle übergab!	None	None	0	0
Donna Constanze rief, indem sie an Jeronimos Armen zuckte: Don Fernando!	None	None	0	0
Doch dieser antwortete so nachdrücklich und doch so heimlich, wie sich beides verbinden ließ: »Sie schweigen, Donna, Sie rühren auch den Augapfel nicht, und tun, als ob Sie in eine Ohnmacht versunken; worauf wir die Kirche verlassen.« Doch, ehe Donna Constanze diese sinnreiche zur Rettung erfundene Maßregel noch ausgeführt hatte, rief schon eine Stimme, des Chorherrn Predigt laut unterbrechend, aus: Weichet fern hinweg, ihr Bürger von St. Jago, hier stehen diese gottlosen Menschen!	None	None	0	0
Und als eine andere Stimme schreckenvoll, indessen sich ein weiter Kreis des Entsetzens um sie bildete, fragte: wo?	None	None	0	0
hier!	None	None	0	0
versetzte ein Dritter, und zog, heiliger Ruchlosigkeit voll, Josephen bei den Haaren nieder, daß sie mit Don Fernandos Sohne zu Boden getaumelt wäre, wenn dieser sie nicht gehalten hätte.	None	None	0	0
»Seid ihr wahnsinnig?« rief der Jüngling, und schlug den Arm um Josephen: »ich bin Don Fernando Ormez, Sohn des Kommandanten der Stadt, den ihr alle kennt.« Don Fernando Ormez?	None	None	0	0
rief, dicht vor ihn hingestellt, ein Schuhflicker, der für Josephen gearbeitet hatte, und diese wenigstens so genau kannte, als ihre kleinen Füße.	None	None	0	0
Wer ist der Vater zu diesem Kinde?	None	None	0	0
wandte er sich mit frechem Trotz zur Tochter Asterons.	None	None	0	0
Don Fernando erblaßte bei dieser Frage.	None	None	0	0
Er sah bald den Jeronimo schüchtern an, bald überflog er die Versammlung, ob nicht einer sei, der ihn kenne?	None	None	0	0
Josephe rief, von entsetzlichen Verhältnissen gedrängt: dies ist nicht mein Kind, Meister Pedrillo, wie Er glaubt; indem sie, in unendlicher Angst der Seele, auf Don Fernando blickte: dieser junge Herr ist Don Fernando Ormez, Sohn des Kommandanten der Stadt, den ihr alle kennt!	None	None	0	0
Der Schuster fragte: wer von euch, ihr Bürger, kennt diesen jungen Mann?	None	None	0	0
Und mehrere der Umstehenden wiederholten: wer kennt den Jeronimo Rugera?	None	None	0	0
Der trete vor!	None	None	0	0
Nun traf es sich, daß in demselben Augenblicke der kleine Juan, durch den Tumult erschreckt, von Josephens Brust weg Don Fernando in die Arme strebte.	None	None	0	0
Hierauf: Er  ist  der Vater!	None	None	0	0
schrie eine Stimme; und: er  ist  Jeronimo Rugera!	None	None	0	0
eine andere; und: sie  sind  die gotteslästerlichen Menschen!	None	None	0	0
eine dritte; und: steinigt sie!	None	None	0	0
steinigt sie!	None	None	0	0
die ganze im Tempel Jesu versammelte Christenheit!	None	None	0	0
Drauf jetzt Jeronimo: Halt!	None	None	0	0
Ihr Unmenschlichen!	None	None	0	0
Wenn ihr den Jeronimo Rugera sucht: hier ist er!	None	None	0	0
Befreit jenen Mann, welcher unschuldig ist!	None	None	0	0
Der  wütende Haufen, durch die Äußerung Jeronimos verwirrt, stutzte; mehrere Hände ließen Don Fernando los; und da in demselben Augenblick ein Marine-Offizier von bedeutendem Rang herbeieilte, und, indem er sich durch den Tumult drängte, fragte: Don Fernando Ormez!	None	None	0	0
Was ist Euch widerfahren?	None	None	0	0
so antwortete dieser, nun völlig befreit, mit wahrer heldenmütiger Besonnenheit: »Ja, sehen Sie, Don Alonzo, die Mordknechte!	None	None	0	0
Ich wäre verloren gewesen, wenn dieser würdige Mann sich nicht, die rasende Menge zu beruhigen, für Jeronimo Rugera ausgegeben hätte.	None	None	0	0
Verhaften Sie ihn, wenn Sie die Güte haben wollen, nebst dieser jungen Dame, zu ihrer beiderseitigen Sicherheit; und diesen Nichtswürdigen«, indem er Meister Pedrillo ergriff, »der den ganzen Aufruhr angezettelt hat!« Der Schuster rief: Don Alonzo Onoreja, ich frage Euch auf Euer Gewissen, ist dieses Mädchen nicht Josephe Asteron?	None	None	0	0
Da nun Don Alonzo, welcher Josephen sehr genau kannte, mit der Antwort zauderte, und mehrere Stimmen, dadurch von neuem zur Wut entflammt, riefen: sie ists, sie ists!	None	None	0	0
und: bringt sie zu Tode!	None	None	0	0
so setzte Josephe den kleinen Philipp, den Jeronimo bisher getragen hatte, samt dem kleinen Juan, auf Don Fernandos Arm, und sprach: gehn Sie, Don Fernando, retten Sie Ihre beiden Kinder, und überlassen Sie uns unserm Schicksale!	None	None	0	0
Don Fernando nahm die beiden Kinder und sagte: er wolle eher umkommen, als zugeben, daß seiner Gesellschaft etwas zu Leide geschehe.	None	None	0	0
Er bot Josephen, nachdem er sich den Degen des Marine-Offiziers ausgebeten hatte, den Arm, und forderte das hintere Paar auf, ihm zu folgen.	None	None	0	0
Sie kamen auch wirklich, indem man ihnen, bei solchen Anstalten, mit hinlänglicher Ehrerbietigkeit Platz machte, aus der Kirche heraus, und glaubten sich gerettet.	None	None	0	0
Doch kaum waren sie auf den von Menschen gleichfalls erfüllten Vorplatz derselben getreten, als eine Stimme aus dem rasenden Haufen, der sie verfolgt hatte, rief: dies ist Jeronimo Rugera, ihr Bürger, denn ich bin sein eigner Vater!	None	None	0	0
und ihn an Donna Constanzens Seite mit einem ungeheuren Keulenschlage zu Boden streckte.	None	None	0	0
Jesus Maria!	None	None	0	0
rief Donna Constanze, und floh zu ihrem Schwager; doch: Klostermetze!	None	None	0	0
erscholl es schon, mit einem zweiten Keulenschlage, von einer andern Seite, der sie leblos neben Jeronimo niederwarf.	None	None	0	0
Ungeheuer!	None	None	0	0
rief ein Unbekannter: dies war Donna Constanze Xares!	None	None	0	0
Warum belogen sie uns!	None	None	0	0
antwortete der Schuster; sucht die rechte auf, und bringt sie um!	None	None	0	0
Don Fernando, als er Constanzens Leichnam erblickte, glühte vor Zorn; er zog und schwang das Schwert, und hieb, daß er ihn gespalten hätte, den fanatischen Mordknecht, der diese Greuel veranlaßte, wenn derselbe nicht, durch eine Wendung, dem wütenden Schlag entwichen wäre.	None	None	0	0
Doch da er die Menge, die auf ihn eindrang, nicht überwältigen konnte: leben Sie wohl, Don Fernando mit den Kindern!	None	None	0	0
rief Josephe - und: hier mordet mich, ihr blutdürstenden Tiger!	None	None	0	0
und stürzte sich freiwillig unter sie, um dem Kampf ein Ende zu machen.	None	None	0	0
Meister Pedrillo schlug sie mit der Keule nieder.	None	None	0	0
Darauf ganz mit ihrem Blute besprützt: schickt ihr den Bastard zur Hölle nach!	None	None	0	0
rief er, und drang, mit noch ungesättigter Mordlust, von neuem vor.	None	None	0	0
Don Fernando, dieser göttliche Held, stand jetzt, den Rücken an die Kirche gelehnt; in der Linken hielt er die Kinder, in der Rechten das Schwert.	None	None	0	0
Mit jedem Hiebe wetterstrahlte er einen zu Boden; ein Löwe wehrt sich nicht besser.	None	None	0	0
Sieben Bluthunde lagen tot vor ihm, der Fürst der satanischen Rotte selbst war verwundet.	None	None	0	0
Doch Meister Pedrillo ruhte nicht eher, als bis er der Kinder eines bei den Beinen von seiner Brust gerissen, und, hochher im Kreise geschwungen, an eines Kirchpfeilers Ecke zerschmettert hatte.	None	None	0	0
